-0.46900,0.32351,1.00000
0.12587,1.04816,0.00000
-0.38629,0.04220,1.00000
-0.49448,-0.57827,0.00000
-0.71410,0.86541,0.00000
-0.39867,-0.28398,1.00000
-0.41011,0.20213,1.00000
-0.89940,0.23726,0.00000
-0.27159,0.81684,0.00000
0.04550,-0.72900,1.00000
0.99659,0.13827,0.00000
0.40868,-1.24493,0.00000
-0.04478,-0.54757,1.00000
-0.76209,0.69260,0.00000
-0.10722,0.04216,1.00000
-0.36766,-0.19725,1.00000
0.47804,-0.16384,1.00000
0.73912,0.78347,0.00000
0.29174,0.12317,1.00000
-0.01550,-0.26316,1.00000
0.41074,-0.23389,1.00000
0.69600,-0.06634,1.00000
0.05767,0.41489,1.00000
-0.21519,0.40136,1.00000
-0.45819,0.67459,0.00000
0.21324,0.23550,1.00000
0.18958,-0.20621,1.00000
0.63528,-0.85550,0.00000
-0.86357,0.97221,0.00000
-0.42787,0.42591,1.00000
0.44489,-0.45484,1.00000
-0.56657,0.46916,1.00000
0.39413,-0.41810,1.00000
-0.33840,-0.91778,0.00000
0.94705,0.28694,0.00000
-0.34745,0.16373,1.00000
-0.64462,-0.36132,1.00000
0.02476,1.02978,0.00000
0.45097,-0.76584,0.00000
0.02468,1.16516,0.00000
-0.22196,-0.30301,1.00000
-1.16157,0.65000,0.00000
0.26102,-0.01767,1.00000
-0.20766,-1.37318,0.00000
0.56049,0.43912,0.00000
-0.03838,1.02866,0.00000
1.12951,0.10721,0.00000
1.13006,0.49962,0.00000
-0.37586,-0.70616,1.00000
0.68161,0.51612,0.00000
-0.74937,1.20018,0.00000
-0.51714,-0.87064,0.00000
-1.02227,-0.09319,0.00000
-0.41310,-0.34182,1.00000
0.04341,-1.10170,0.00000
0.00793,1.28745,0.00000
-0.76415,-0.50449,0.00000
0.72429,0.39015,0.00000
0.20546,-1.01347,0.00000
-0.62160,1.24291,0.00000
0.34294,-0.25013,1.00000
0.21231,-0.00572,1.00000
-0.22940,0.47279,1.00000
0.32599,-0.52731,1.00000
-0.70582,1.05117,0.00000
0.53232,0.96037,0.00000
0.32246,-0.44128,1.00000
0.15656,0.95316,0.00000
1.23478,-0.38653,0.00000
-0.39199,-0.19844,1.00000
-0.14429,0.13764,1.00000
-0.09759,0.30212,1.00000
0.25040,0.33582,1.00000
0.33640,0.80447,1.00000
0.00748,0.53546,1.00000
0.42523,0.60884,1.00000
0.32085,0.48975,1.00000
-0.31056,0.85684,0.00000
0.04319,-0.63966,1.00000
0.38535,-0.43684,1.00000
-1.44157,-0.71966,0.00000
-0.57429,1.06086,0.00000
0.30611,0.23465,1.00000
-0.10042,-1.00306,0.00000
0.12392,0.59368,1.00000
-0.59073,0.93104,0.00000
-0.17657,-0.93422,0.00000
-0.11377,-0.00481,1.00000
0.05652,0.40920,1.00000
-0.02462,0.71579,1.00000
-0.54697,0.03185,1.00000
0.76240,-0.27801,1.00000
-0.51248,0.44441,1.00000
-0.05036,0.59648,1.00000
-0.38595,-0.25216,1.00000
-0.30610,0.04921,1.00000
-0.45986,0.41809,0.00000
0.15938,0.73069,0.00000
0.32864,-0.66255,1.00000
1.04182,0.18570,0.00000
1.19911,-0.07219,0.00000
0.03713,-0.49379,1.00000
0.61500,0.56040,0.00000
-0.21890,0.69488,1.00000
-0.28252,0.42579,1.00000
0.49922,1.46301,0.00000
0.29972,0.42183,1.00000
0.78899,-0.66736,0.00000
-0.34924,0.39220,1.00000
-0.59171,-0.21447,0.00000
-1.20008,-0.28871,0.00000
-0.14258,-0.46004,1.00000
-0.10798,0.43597,1.00000
0.96276,0.43172,0.00000
0.66508,-0.34265,1.00000
0.43581,0.19442,1.00000
1.09152,0.05489,0.00000
0.71314,-0.65276,0.00000
-0.92112,0.10196,0.00000
